url,status_code,status_code_meaning,reachable,redirected,final_url,redirect_chain,checked_at
https://calendar.google.com/calendar,200,OK,yes,False,https://calendar.google.com/calendar,[],2025-06-26T15:45:12.200909
https://calendar.google.com/calendar/u/0/404,200,OK,yes,False,https://calendar.google.com/calendar/u/0/404,[],2025-06-26T15:45:12.279350
https://example.com/page?query=2#/,404,Not Found,No,False,https://example.com/page?query=2,[],2025-06-26T15:45:12.654980
https://github.com,200,OK,yes,True,https://github.com/,[],2025-06-26T15:45:12.719607
https://google.com/404,404,Not Found,No,False,https://google.com/404,[],2025-06-26T15:45:12.906255
https://translate.google.com/,200,OK,yes,True,https://translate.google.com/,[],2025-06-26T15:45:13.164526
https://translate.google.com/%20404,404,Not Found,No,False,https://translate.google.com/%20404,[],2025-06-26T15:45:13.315845
https://translate.google.com/404,404,Not Found,No,False,https://translate.google.com/404,[],2025-06-26T15:45:13.449701
https://www.example.com/404,404,Not Found,No,False,https://www.example.com/404,[],2025-06-26T15:45:14.134224
https://www.github.com/thispagedoesnotexist,404,Not Found,No,True,https://github.com/thispagedoesnotexist,['https://www.github.com/thispagedoesnotexist'],2025-06-26T15:45:14.335113
https://www.google.com,200,OK,yes,True,https://www.google.com/,[],2025-06-26T15:45:14.399132
https://www.google.com/404,404,Not Found,No,False,https://www.google.com/404,[],2025-06-26T15:45:14.534354
https://www.google.com/search#about,200,OK,yes,False,https://www.google.com/search,[],2025-06-26T15:45:14.583344
https://www.nonexistentwebsite12345.com,Error,Unreachable or Timed Out,No,Error,Error,Error,2025-06-26T15:45:15.609210
https://www.openai.com,403,Forbidden,No,True,https://www.openai.com/,[],2025-06-26T15:45:15.701294
https://www.python.org,200,OK,yes,True,https://www.python.org/,[],2025-06-26T15:45:15.739025
https://www.wikipedia.org,200,OK,yes,True,https://www.wikipedia.org/,[],2025-06-26T15:45:15.830364
https://www.youtube.com/,200,OK,yes,True,https://www.youtube.com/,[],2025-06-26T15:45:16.087760
https://www.youtube.com/404,404,Not Found,No,False,https://www.youtube.com/404,[],2025-06-26T15:45:16.120831
